 date,TRACKING,UPC,ITEM,QTY,单价,,fee,,
,420197019274899992469932957390,,swith fifa18,1,,,,,
,4201970192001901795906816081700078,,g402,1,,,,,
,4201970192001901795906802396200235,,g402,1,,,,,
,4201970192001901795906814082509201,,g402,1,,,,,
,4201970192748901014727732828392829,,g402,1,,,,,
,420197019361289681090309184449,,ear wonderboom,2,,,,,
,420197019361289681090309138435,,ear wonderboom,2,,,,,
,4201970192001901795912804646320459,,g402,1,,,,,
,4201970192001901795912800451432585,,g402,1,,,,,
,4201970192001901795906807994035791,,g402,1,,,,,
,420197019274899992469932989575,,swith fifa18,1,,,,,
,420197019405511898666800283030,,lego deluxe dics,2,,,,,
,420197019405511898666806898641,,swith legocity,2,,,,,
,420197019405511898666806360667,,swith legocity,2,,,,,
,420197019405511898666806315865,,swith legocity,2,,,,,
,420197019405511898666806319085,,swith legocity,2,,,,,
,420197019405511898666806331063,,swith legocity,2,,,,,
,420197019405511898666806314608,,swith legocity,2,,,,,
,420197019405511898666806313830,,swith legocity,2,,,,,
,420197019405511898666800725653,,swth superhero,2,,,,,
,420197019405511898666800793683,,ps4 superhearo,2,,,,,
,420197019405511898666800412089,,swith fifa18,2,,,,,
,420197019405511898666800376824,,ps4 superhearo,1,,,,,
,420197019405511898666806030942,,swith legocity,2,,,,,
,420197019405511898666806314462,,swith legocity,2,,,,,
,420197019405511898666800499752,,swith legocity,2,,,,,
,420197019405511898666806025092,,swith legocity,2,,,,,
,420197019405511898666806091196,,swith legocity,2,,,,,
,420197019405511898666806076261,,swith legocity,2,,,,,
,420197019405511898666800288196,,swth superhero,2,,,,,
,420197019405511898666806038948,,swith legocity,2,,,,,
,420197019405511898666806050810,,swith legocity,2,,,,,
,420197019405511898666806091509,,swith legocity,2,,,,,
,420197019374889681090271943200,,swith rayman,1,,,,,
,4201970192001901795912820495714683,,g402,1,,,,,
,420197019405511898666800376534,,lego deluxe dics,2,,,,,
,9200199799692025737406,,g402,1,,,,,
,1002486934210001970100810856246314,,wiuu supermario,2,,,,,
,9622080430000058097200788613293901,,xbxone fifa18,2,,,,,
,9622080430008707174800788593892398,,swith legocity,2,,,,,
,9612015985222675929703,,ps4 overwatch,1,,,,,
,,,ps4 madden 18,1,,,,,
,9622080430000058137200788593718433,,swith legocity,2,,,,,
,9622080430000582917200788610853559,,swith legocity,1,,,,,
,9622080430009572357000788563882946,,lego deluxe dics,2,,,,,
,9622080430000058137200788593715331,,swith legocity,2,,,,,
,9622080430008707218100788602778209,,swith legocity,2,,,,,
,9622080430008707218100788603444632,,swith legocity,2,,,,,
,9622080430008707174800788594004673,,swith legocity,2,,,,,
,9622080430000048729700788579573633,,swith legocity,2,,,,883929598519,2
,00015118733482572599,887276237367,samung 500c13-s02,1,,,,883929580224,57
,9612850017136297057592,887276237367,samung 500c13-s02,1,,,,14633735260,2
,9612850017136297057783,887276237367,samung 500c13-s02,1,,,,47875881303,12
,9612019244862662137898,711719510130,ps4 1tb callduty,1,,,,47875881273,25
,00015118733482572780,887276237367,samung 500c13-s02,1,,,,883929598496,4
,9622080430000046850100788602843700,,swith legocity,2,,,,887256028374,1
,9622080430000046827000788579212450,,2ds yellow,1,,,,883929598502,1
,9622080000002051869200788591391844,,ipad mini4 128g gray,5,,,,45496903749,2
,9612015985222675919827,,ps4 watchover,12,,,,883929597819,6
,9612015985222675919803,,ps4 watchover,12,,,,883929597802,3
,9612015985222675933830,,xbxone watchover,12,,,,14633738230,5
,,,,,,,,14633738889,2
11/29,1ZR15R460310122293,47875881174,ps4 destiny,1,,,,,
,,,g402,1,,,,,
,,711719513599,ps4 pro 1tb,1,,,,,
,1Z2E85150347133950,,philip sonicare siamond,6,,,,,
,1Z14FR730310135700,,philip sonicare siamond,2,,,,,
,1ZW49024YW54823730,884116275664,dell i3567-5664 blk,1,,,,,
,1ZF389630310108129,,philip sonicare siamond,2,,,,,
,1Z2FX8990308800113,,ps4 gold 1tb,1,,,,,
,1ZV7855EYW40237603,884116275664,dell i3567-5664 blk,1,,,,,
,1ZRR3697YW10093116,,g402,1,,,,,
,,,g403,1,,,,,
,,,g502,1,,,,,
,1ZR31152YN10094862,,g502,1,,,,,
,1Z305Y4W0310169983,,lego 10232,1,,,,,
,1Z2FX8990308797477,,ps4 gold 1tb,1,,,,,
,1ZW227170327731041,711719513124,ps4  battlefield 1tb,1,,,,,
,1ZW49024YW54547486,191800152584,lenovo 120s-111ap,1,,,,,
,1ZR15R46YW10121901,,g600,1,,,,,
,,,g402,1,,,,,
,1ZRV2478YW10118999,,g600,1,,,,,
,,,g402,1,,,,,
,1ZW490240355077758,191800152584,lenovo 120s-111ap,1,,,,,
,,,g402,1,,,,,
,1zf20409yw10110210,,philip sonicare siamond,1,,,,,
,1Z1836810321341131,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341122,887276237367,samung 500c13-s02,1,,,,,
,1z1836810321341159,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341266,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341211,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321340981,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321340918,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341328,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341319,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341284,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321340936,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341006,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321340963,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341337,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321340972,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341293,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341275,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341140,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321340954,887276237367,samung 500c13-s02,1,,,,,
,1Z777A9R0300039279,,ps4 vr,3,,,,,
,1Z1836810321340990,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341202,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341168,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341257,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341195,887276237367,samung 500c13-s02,1,,,,,
,1ZA491F50354908444,,ptd 210,2,,,,,
,1Z1836810321340927,887276237367,samung 500c13-s02,1,,,,,
,1Z4E35560301577920,,m325,3,,,,,
,,,ptd 210,2,,,,,
,1ZW227170327720044,711719513124,ps4  battlefield 1tb,1,,,,,
,1Z4785W00391241959,,m325,4,,,,,
,1ZE194580318505716,888863408634,acer cb3-131-c3sz,1,,,,,
,1Z602A6X0333854649,888863408634,acer cb3-131-c3sz,1,,,,,
,1ZRR9105YW10096343,,philip sonicare siamond,1,,,,,
,1Z1836810321340945,887276237367,samung 500c13-s02,1,,,,,
,1ZV7855EYN41046842,,g600,1,,,,,
,1ZF769V1YN10093691,,g502,1,,,,,
,1ZR1A254YW10105125,,g403,1,,,,,
,,,g402,1,,,,,
,,,g502,1,,,,,
,1Z15201V0310088741,,g403,1,,,,,
,,,g402,1,,,,,
,,,g502,1,,,,,
,1Z1836810321143346,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321143300,887276237367,samung 500c13-s02,1,,,,,
,1Z602A6X0333854523,888863408634,acer cb3-131-c3sz,1,,,,,
,1ZV7855E0340287727,,samung s03,1,,,,,
,,,samung ko3,1,,,,,
,,191800152584,lenovo 120s-111ap,1,,,,,
,,,g600,1,,,,,
,1ZR12359YN10123389,,g600,1,,,,,
,1ZR1496XYN10122801,,g402,1,,,,,
,1ZV7855EYW40261167,884116275664,dell i3567-5664 blk,1,,,,,
,1ZF5246XYW10106416,,g600,1,,,,,
,,,g403,1,,,,,
,,,g402,1,,,,,
,1ZF7838XYW10122612,,g502,1,,,,,
,,,g403,1,,,,,
,1z135583yn10126784,,g402,1,,,,,
,1ZR10A65YW10129395,,g402,1,,,,,
,,,g600,1,,,,,
,1ZW49024YW54552345,191800152584,lenovo 120s-111ap,1,,,,,
,1Z3Y16F60303879813,,lego 21309,1,,,,,
,1ZW0W2111332991030,,philip sonicare siamond,6,,,,,
,,,xbxone ninjago,3,,,,,
,420197019405511898666808613402,,lego deluxe,1,,,,,
,420197019405511898666800701725,,swith lego city,2,,,,,
,420197019261299998160772583364,,xbxone super hero,4,,,,,
,420197019261299998160772582053,,xbxone super hero,4,,,,,
,4201970192748901053005553026395580,,cloth,1,,,,,
,420197019274899998160772893216,,ps4 super hero,4,,,,,
,420197019261299998160772581759,,xbxone super hero,4,,,,,
,420197019405511898666806419976,,swith lego city,2,,,,,
,420197019405511898666808613174,,lego deluxe,1,,,,,
,420197019405511898666806414285,,swith lego city,2,,,,,
,420197019200190175136226409166,,g502,1,,,,,
,420197019274899998160772920547,,ps4 super hero,4,,,,,
,4201970192748901014727732828395073,,g402,1,,,,,
,4201970192748901014727732828394809,,g402,1,,,,,
,420197019261299992193937628675,,ps4,1,,,,,
,420197019361289681090310749132,,lego 10232,1,,,,,
,420197019261299992193937631644,,ps4,1,,,,,
,420197019261299992193937631040,,ps4,1,,,,,
,9622080430000046848600788642086500,,swith lego city,2,,,,,
,9622080430008472717800788604072010,,swith lego city,2,,,,,
,9622080430008472717800788611897771,,swith lego city,2,,,,,
,9622080430000058191300788639319673,,swith lego city,2,,,,,
,420197019200199799653226417528,,g502,1,,,,,
,420197019405511898666800940087,,swith fifa18,2,,,,,
,420197019405511898666800499264,,swith lego city,2,,,,,
,420197019405511898666806189749,,swith lego city,1,,,,,
,420197019405511898666800574596,,ps4 super hero,1,,,,,
,420197019405511898666806189305,,swith lego city,2,,,,,
,420197019405511898666806436867,,swith fifa18,2,,,,,
,420197019200199799713326581021,,g600,1,,,,,
,420197019200199799722726456303,,g502,1,,,,,
,,,,,,,,,
11/30,420197019274899535099909723476,,swith fifa18,2,,,,,
,4201970192001901795904808420446596,,g402,1,,,,,
,420197019261299997926788289840,,swith fifa18,2,,,,,
,4201970192001901795904815502317224,,g402,1,,,,,
,420197019274899535099909705847,,swith fifa18,2,,,,,
,420197019274899997988742296871,887256028305,swith mario rabbids,2,,,,,
,420197019405511898666806437307,,swith lego city,2,,,,,
,420197019274899997988742348259,887256028305,swith mario rabbids,2,,,,,
,420197019374889681090275662763,,ps4 distiny disc,1,,,,,
,,,xboxone distiney dics,1,,,,,
,1z1393110310103620,,ps4 distiny pro 1tb,1,,,,,
,,,ps4 distiny disc,1,,,,,
,,,g600,1,,,,,
,,,g402,1,,,,,
,1ZEA54610387580224,amazon open,xbxone 500gb white,1,,,,,
,1ZR0R0240310125274,,ps4 distiny pro 1tb,1,,,,,
,,,ps4 distiny disc,1,,,,,
,,,g600,1,,,,,
,,,g402,1,,,,,
,1Z305Y4W0310287042,,lego21309,1,,,,,
,1Z1836810321341346,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341186,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341300,887276237367,samung 500c13-s02,1,,,,,
,1Z1836810321341177,887276237367,samung 500c13-s02,1,,,,,
,1zf943y9yw10102496,,g402,1,,,,,
,,,g600,1,,,,,
,,,g403,1,,,,,
,1Z19E37FYW97395836,,ipad pro 256g,5,,,,,
,1ZA012E30309599765,,alexander mqueen,1,,,,,
,1ZR335E60310104824,,philpi sonicare,2,,,,,
,1Z306FW70307504911,889899867884,hp 14-am052nr,1,,,,,
,1ZW493040343633184,191800152584,lenovo 120s-111ap,1,,,,,
,1ZA0F6504203920490,,ps4 battlefornt 1tb,1,,,,,
,1ZY8R0010335733977,45496591694,swith mario ,1,,,,,
,1ZR3047AYW10114344,,g600,1,,,,,
,1ZF13Y73YW10128569,,g402,1,,,,,
,,,g600,1,,,,,
,,,g403,1,,,,,
,1ZF80187YW10105119,,g402,1,,,,,
,,,g502,1,,,,,
,,,g403,1,,,,,
,1ZW227170327728091,,ps4 battlefornt pro 1tb,1,,,,,
,1ZW227170327730686,,ps4 battlefornt pro 1tb,1,,,,,
,1ZA0F6504203919831,,ps4 battlefornt 1tb,1,,,,,
,1ZV7855EYW40974905,884116275664,dell i3567-5664 blk,1,,,,,
,1ZA0F6500303923935,,swith fifa18,2,,,,,
,1ZA0F6500303921393,,swith fifa18,2,,,,,
,1ZR129E4YW10087212,,g600,1,,,,,
,,,g403,1,,,,,
,,,g402,1,,,,,
,1ZF67Y50YN10143802,,g403,1,,,,,
,1ZR28389YW10120276,,g402,1,,,,,
,,,g600,1,,,,,
,1ZW493040343670027,,g402,1,,,,,
,1ZEA54610387579129,amazon new,xboxone 1tb blk,1,,,,,
,1ZA0F6504203919626,,ps4 battlefornt 1tb,1,,,,,
,420197019405511898666806840466,,swith lego city,2,,,,,
,420197019405511898666806870913,,swith lego city,2,,,,,
,420197019405511898666806873266,,swith lego city,2,,,,,
,420197019405511898666800329806,,swith super hero,2,,,,,
,420197019405511898666801806610,,swith fifa18,2,,,,o47875881303,1
,420197019405511898666801806290,,swith fifa18,2,,,,14633738889,1
,420197019261299997926788270749,,swith fifa18,2,,,,47875881273,1
,420197019261299997988742393444,,ps4 madden18,1,,,,14633373691,1
,,,xbxone overwatch,1,,,,14633373646,1
,,,ps4 overwatch,1,,,,47875880986,1
,,,xboxone madden18,1,,,,14633738230,16
,,,xbxone fifa18,1,,,,883929597819,2
,,,swith mario rabbids,1,,,,883929580224,12
,420197019200190175136226603137,,g403,1,,,,887256028305,9
,9622086940009775362400413847555550,,shoes,1,,,,47875881174,3
,9612804985222676306770,,swith mario rabbids,2,,,,,
,9612804985222676306800,,swith mario rabbids,2,,,,,
,9622080430000058146400788594425889,,swith lego city,2,,,,,
,420197019405511898666806008507,,swith lego city,2,,,,,
